cycle,metric_id,value,error,timestamp,source
19,build_succeeds,0.0,1.0,2026-09-05T14:03:47,measure,,
19,spec_criteria_passing,8.0,0.0,2026-09-05T14:03:48,measure,,
19,e1_foundation_passing,10.0,0.0,2026-09-05T14:03:50,measure,,
19,e2_ingestion_passing,8.0,0.0,2026-09-05T14:03:51,measure,,
19,e3_exchange_passing,21.0,0.0,2026-09-05T14:03:53,measure,,
19,e4_store_agent_passing,20.0,0.0,2026-09-05T14:03:54,measure,,
19,e5_merchant_passing,10.0,0.0,2026-09-05T14:03:56,measure,,
19,e6_trust_passing,26.0,0.0,2026-09-05T14:03:57,measure,,
19,e7_buyer_passing,9.0,0.0,2026-09-05T14:03:59,measure,,
19,e8_proofs_passing,8.0,0.0,2026-09-05T14:04:00,measure,,
19,acceptance_pass_rate,100.0,0.0,2026-09-05T14:24:21,measure,,
19,acceptance_collected,120.0,0.0,2026-09-05T14:24:22,measure,,
19,build_succeeds,1.0,0.0,2026-09-05T14:30:32,measure,,
19,spec_criteria_passing,8.0,0.0,2026-09-05T14:30:34,measure,,
19,e1_foundation_passing,10.0,0.0,2026-09-05T14:30:35,measure,,
19,e2_ingestion_passing,8.0,0.0,2026-09-05T14:30:37,measure,,
19,e3_exchange_passing,21.0,0.0,2026-09-05T14:30:38,measure,,
19,e4_store_agent_passing,20.0,0.0,2026-09-05T14:30:39,measure,,
19,e5_merchant_passing,10.0,0.0,2026-09-05T14:30:41,measure,,
19,e6_trust_passing,26.0,0.0,2026-09-05T14:30:42,measure,,
19,e7_buyer_passing,9.0,0.0,2026-09-05T14:30:44,measure,,
19,e8_proofs_passing,8.0,0.0,2026-09-05T14:30:45,measure,,
20,acceptance_pass_rate,100.0,0.0,2026-09-06T00:56:58,measure,,
20,acceptance_collected,120.0,0.0,2026-09-06T00:57:00,measure,,
20,build_succeeds,1.0,0.0,2026-09-06T01:04:13,measure,,
20,spec_criteria_passing,8.0,0.0,2026-09-06T01:04:15,measure,,
20,e1_foundation_passing,10.0,0.0,2026-09-06T01:04:16,measure,,
20,e2_ingestion_passing,8.0,0.0,2026-09-06T01:04:17,measure,,
20,e3_exchange_passing,21.0,0.0,2026-09-06T01:04:19,measure,,
20,e4_store_agent_passing,20.0,0.0,2026-09-06T01:04:20,measure,,
20,e5_merchant_passing,10.0,0.0,2026-09-06T01:04:21,measure,,
20,e6_trust_passing,26.0,0.0,2026-09-06T01:04:23,measure,,
20,e7_buyer_passing,9.0,0.0,2026-09-06T01:04:24,measure,,
20,e8_proofs_passing,8.0,0.0,2026-09-06T01:04:25,measure,,
20,acceptance_pass_rate,100.0,0.0,2026-09-06T01:09:56,measure,,
20,acceptance_collected,120.0,0.0,2026-09-06T01:09:58,measure,,
20,build_succeeds,1.0,0.0,2026-09-06T01:17:08,measure,,
20,spec_criteria_passing,8.0,0.0,2026-09-06T01:17:10,measure,,
20,e1_foundation_passing,10.0,0.0,2026-09-06T01:17:11,measure,,
20,e2_ingestion_passing,8.0,0.0,2026-09-06T01:17:13,measure,,
20,e3_exchange_passing,21.0,0.0,2026-09-06T01:17:14,measure,,
20,e4_store_agent_passing,20.0,0.0,2026-09-06T01:17:15,measure,,
20,e5_merchant_passing,10.0,0.0,2026-09-06T01:17:17,measure,,
